month,group,district,count
2011-03,PROWLER,F,2
2011-03,FRAUD CALLS,99,1
2013-01,ACCIDENT INVESTIGATION,Q,75
2011-11,SUSPICIOUS CIRCUMSTANCES,99,6
2011-08,WEAPONS CALLS,J,3
2012-10,"PROPERTY - MISSING, FOUND",S,7
2011-06,PERSON DOWN/INJURY,N,9
2012-08,SUSPICIOUS CIRCUMSTANCES,J,218
2013-09,FRAUD CALLS,D,19
2012-05,SHOPLIFTING,D,13
2011-03,"PERSONS - LOST, FOUND, MISSING",S,11
2012-12,SHOPLIFTING,E,22
2012-04,TRAFFIC RELATED CALLS,G,210
2013-09,ASSAULTS,J,16
2012-10,WEAPONS CALLS,N,3
2011-02,"PERSONS - LOST, FOUND, MISSING",F,7
2011-07,"PERSONS - LOST, FOUND, MISSING",L,10
2013-12,"PROPERTY - MISSING, FOUND",D,23
2011-03,"PROPERTY - MISSING, FOUND",M,11
2011-08,HAZARDS,O,22
2013-03,MENTAL HEALTH,J,45
2012-06,ACCIDENT INVESTIGATION,B,97
2011-02,LEWD CONDUCT,D,2
2013-11,LIQUOR VIOLATIONS,E,121
2011-10,OTHER PROPERTY,D,48
2011-01,DISTURBANCES,R,89
2011-06,PROWLER,M,2
2012-05,TRESPASS,K,71
2013-08,TRESPASS,J,25
2013-12,OTHER VICE,N,1
2011-10,ANIMAL COMPLAINTS,N,2
2011-11,FALSE ALARMS,W,100
2012-02,MENTAL HEALTH,S,27
2013-05,FRAUD CALLS,Q,22
2011-06,"THREATS, HARASSMENT",U,10
2013-10,HAZARDS,J,34
2012-06,"PERSONS - LOST, FOUND, MISSING",J,7
2011-07,HARBOR CALLS,M,1
2011-12,"PROPERTY - MISSING, FOUND",W,9
2013-08,SUSPICIOUS CIRCUMSTANCES,J,239
2011-08,"PROPERTY - MISSING, FOUND",E,12
2013-10,BURGLARY,O,24
2013-06,ARREST,G,11
2012-08,BIKE,W,7
2013-02,SHOPLIFTING,G,28
2011-08,ANIMAL COMPLAINTS,B,7
2011-08,SHOPLIFTING,M,40
2012-09,BIKE,W,5
2011-11,LEWD CONDUCT,G,2
2011-07,PERSON DOWN/INJURY,Q,13
2012-11,FRAUD CALLS,G,8
2011-05,PROSTITUTION,F,1
2011-12,AUTO THEFTS,Q,14
2013-03,AUTO THEFTS,NULL,1
2011-07,NARCOTICS COMPLAINTS,G,25
2012-03,"PROPERTY - MISSING, FOUND",Q,3
2011-11,LEWD CONDUCT,O,1
2011-10,ROBBERY,C,6
2011-12,AUTO THEFTS,B,27
2013-01,FRAUD CALLS,E,8
2012-04,NARCOTICS COMPLAINTS,NULL,3
2013-10,AUTO THEFTS,C,38
2013-04,ANIMAL COMPLAINTS,G,1
2013-03,ACCIDENT INVESTIGATION,K,112
2011-02,"PERSONS - LOST, FOUND, MISSING",M,6
2011-11,ARREST,K,79
2012-05,MISCELLANEOUS MISDEMEANORS,E,5
2012-01,ASSAULTS,U,22
2012-07,CAR PROWL,G,31
2013-12,OTHER PROPERTY,F,51
2011-12,SUSPICIOUS CIRCUMSTANCES,Q,170
2013-07,LIQUOR VIOLATIONS,R,22
2011-07,ASSAULTS,M,58
2011-10,HAZARDS,G,2
2013-08,PERSON DOWN/INJURY,C,4
2012-07,AUTO THEFTS,S,28
2011-07,ROBBERY,G,13
2012-09,BURGLARY,J,52
2013-12,"PROPERTY - MISSING, FOUND",K,20
2013-06,TRESPASS,K,63
2013-05,ROBBERY,F,11
2013-07,BIKE,R,1
2011-06,PERSON DOWN/INJURY,G,3
2013-09,ASSAULTS,E,35
2013-08,LIQUOR VIOLATIONS,L,9
2013-10,ROBBERY,W,5
2013-03,MISCELLANEOUS MISDEMEANORS,Q,5
2011-12,ARREST,K,58
2013-04,WEAPONS CALLS,R,7
2012-10,NARCOTICS COMPLAINTS,L,10
2012-07,NARCOTICS COMPLAINTS,C,17
2011-05,PROWLER,Q,4
2011-08,DISTURBANCES,D,213
2013-09,"PROPERTY - MISSING, FOUND",R,9
2013-02,HAZARDS,G,4
2012-09,PROSTITUTION,G,1
2013-12,LIQUOR VIOLATIONS,G,14
2013-02,WEAPONS CALLS,M,6
2012-11,"NUISANCE, MISCHIEF",R,6
2013-09,BURGLARY,L,54
2012-01,ASSAULTS,J,26
2011-02,PROSTITUTION,K,6
2011-08,PERSON DOWN/INJURY,U,14
2013-10,SUSPICIOUS CIRCUMSTANCES,K,190
2013-10,HARBOR CALLS,B,1
2013-09,PROWLER,N,2
2012-06,ARREST,L,9
2011-06,ARREST,J,11
2013-08,WEAPONS CALLS,K,6
2011-09,PROWLER,W,1
2012-08,HAZARDS,N,17
2013-10,NARCOTICS COMPLAINTS,E,19
2012-01,"NUISANCE, MISCHIEF",O,24
2013-08,DISTURBANCES,U,249
2011-02,BURGLARY,B,30
2011-12,"PERSONS - LOST, FOUND, MISSING",O,3
2013-04,BURGLARY,S,35
2013-08,"PERSONS - LOST, FOUND, MISSING",U,3
2012-07,"PERSONS - LOST, FOUND, MISSING",E,8
2012-05,DRIVE BY (NO INJURY),U,1
2012-06,"NUISANCE, MISCHIEF",NULL,9
2013-01,NARCOTICS COMPLAINTS,J,4
2012-09,DISTURBANCES,M,380
2013-03,CAR PROWL,M,46
2013-01,"PERSONS - LOST, FOUND, MISSING",B,6
2013-10,ASSAULTS,O,18
2011-04,HAZARDS,N,11
2013-06,ANIMAL COMPLAINTS,O,3
2011-03,PROPERTY DAMAGE,Q,21
2013-01,"PROPERTY - MISSING, FOUND",F,18
2011-05,ANIMAL COMPLAINTS,B,3
2011-01,DISTURBANCES,D,157
2012-10,ACCIDENT INVESTIGATION,R,97
2012-05,OTHER PROPERTY,S,35
2011-02,"NUISANCE, MISCHIEF",G,5
2011-05,FRAUD CALLS,R,16
2013-03,TRAFFIC RELATED CALLS,F,137
2013-01,MENTAL HEALTH,G,30
2012-09,FALSE ALARMS,F,31
2011-08,"PERSONS - LOST, FOUND, MISSING",L,6
2013-04,MENTAL HEALTH,O,15
2013-09,BIKE,O,5
2011-11,LIQUOR VIOLATIONS,B,19
2011-10,ROBBERY,B,10
2013-12,ARREST,E,7
2012-06,FAILURE TO REGISTER (SEX OFFENDER),F,1
2013-09,NARCOTICS COMPLAINTS,J,10
2011-03,HAZARDS,S,1
2012-01,ASSAULTS,C,13
2013-01,FALSE ALARMS,N,43
2011-06,ROBBERY,O,12
2012-11,ANIMAL COMPLAINTS,U,2
2012-07,CAR PROWL,F,29
2012-05,ROBBERY,F,5
2011-05,"PROPERTY - MISSING, FOUND",L,6
2013-10,FRAUD CALLS,N,29
2012-04,BIKE,D,5
2012-02,AUTO THEFTS,R,23
2013-08,PERSON DOWN/INJURY,B,8
2013-07,ASSAULTS,Q,14
2011-08,WEAPONS CALLS,L,3
2011-04,TRESPASS,R,11
2013-07,LEWD CONDUCT,U,1
2013-05,SUSPICIOUS CIRCUMSTANCES,M,177
2012-05,WEAPONS CALLS,C,3
2011-09,"NUISANCE, MISCHIEF",Q,29
2011-03,NARCOTICS COMPLAINTS,R,9
2013-03,WEAPONS CALLS,R,7
2011-10,MISCELLANEOUS MISDEMEANORS,S,3
2013-08,LIQUOR VIOLATIONS,O,117
2013-04,TRAFFIC RELATED CALLS,O,209
2011-03,NARCOTICS COMPLAINTS,C,11
2012-05,DISTURBANCES,J,176
2013-01,TRAFFIC RELATED CALLS,G,161
2013-05,ROBBERY,99,2
2012-07,LIQUOR VIOLATIONS,B,31
2012-05,LIQUOR VIOLATIONS,U,34
2013-01,DISTURBANCES,D,212
2011-10,SHOPLIFTING,N,64
2012-09,SUSPICIOUS CIRCUMSTANCES,Q,174
2011-02,OTHER PROPERTY,L,24
2012-06,"THREATS, HARASSMENT",E,14
2013-12,HOMICIDE,N,1
2012-11,FALSE ALARMS,W,67
2011-06,"PROPERTY - MISSING, FOUND",U,15
2013-09,ROBBERY,L,6
2011-02,HAZARDS,M,15
2011-03,"NUISANCE, MISCHIEF",L,12
2011-08,MENTAL HEALTH,S,22
2013-08,ARREST,E,22
2011-02,OTHER PROPERTY,J,19
2013-01,"PROPERTY - MISSING, FOUND",M,13
2013-08,BIKE,F,2
2011-01,SHOPLIFTING,W,9
2011-08,"NUISANCE, MISCHIEF",G,13
2011-03,"PROPERTY - MISSING, FOUND",U,19
2011-04,HAZARDS,L,4
2012-09,NARCOTICS COMPLAINTS,M,113
2011-12,"NUISANCE, MISCHIEF",S,2
2013-08,SHOPLIFTING,W,16
2011-09,HARBOR CALLS,S,1
2012-08,DISTURBANCES,N,218
2011-04,ANIMAL COMPLAINTS,W,5
2011-10,ANIMAL COMPLAINTS,L,4
2013-05,ARREST,M,36
2011-05,FRAUD CALLS,B,16
2012-10,MENTAL HEALTH,K,80
2012-02,ASSAULTS,E,29
2013-09,PROPERTY DAMAGE,D,22
2013-05,LIQUOR VIOLATIONS,J,7
2012-06,NARCOTICS COMPLAINTS,B,11
2011-03,SHOPLIFTING,D,26
2011-08,BURGLARY,N,52
2013-04,SUSPICIOUS CIRCUMSTANCES,B,285
2012-07,BURGLARY,NULL,2
2012-04,SUSPICIOUS CIRCUMSTANCES,O,230
2011-06,SUSPICIOUS CIRCUMSTANCES,99,7
2013-03,PROWLER,S,2
2011-11,RECKLESS BURNING,D,1
2012-07,LIQUOR VIOLATIONS,K,348
2011-09,"PROPERTY - MISSING, FOUND",U,15
2011-06,FAILURE TO REGISTER (SEX OFFENDER),O,2
2011-02,"PERSONS - LOST, FOUND, MISSING",S,9
2011-01,NARCOTICS COMPLAINTS,W,8
2013-04,ROBBERY,M,10
2011-06,"NUISANCE, MISCHIEF",B,20
2013-11,MISCELLANEOUS MISDEMEANORS,NULL,1
2013-03,PROPERTY DAMAGE,M,20
2012-07,ANIMAL COMPLAINTS,B,5
2013-03,OTHER PROPERTY,L,32
2012-09,PROPERTY DAMAGE,B,26
2013-05,WEAPONS CALLS,R,6
2011-05,"THREATS, HARASSMENT",O,10
2012-03,"PROPERTY - MISSING, FOUND",O,15
2011-08,CAR PROWL,N,50
2012-08,BIKE,N,1
2013-08,SHOPLIFTING,L,32
2012-11,WEAPONS CALLS,S,3
2011-06,ASSAULTS,L,19
2011-08,AUTO THEFTS,W,23
2012-06,PROWLER,E,2
2011-12,ACCIDENT INVESTIGATION,O,92
2012-08,CAR PROWL,R,20
2013-03,TRAFFIC RELATED CALLS,99,15
2012-11,ASSAULTS,R,11
2011-07,TRESPASS,N,13
2013-01,PROPERTY DAMAGE,U,22
2011-03,ARREST,R,23
2012-01,MENTAL HEALTH,M,37
2013-06,NARCOTICS COMPLAINTS,R,6
2013-03,"PROPERTY - MISSING, FOUND",M,17
2011-07,TRAFFIC RELATED CALLS,NULL,4
2012-04,ASSAULTS,B,14
2013-12,LIQUOR VIOLATIONS,R,7
2013-10,ROBBERY,B,3
2012-07,BIKE,G,1
2013-03,"PERSONS - LOST, FOUND, MISSING",U,1
2011-05,ASSAULTS,U,22
2013-06,ROBBERY,S,12
2011-01,AUTO THEFTS,99,1
2011-08,ANIMAL COMPLAINTS,G,2
2011-01,NARCOTICS COMPLAINTS,99,3
2011-06,DISTURBANCES,L,175
2013-01,FRAUD CALLS,C,20
2011-08,SHOPLIFTING,S,21
2012-04,ANIMAL COMPLAINTS,R,9
2013-11,"THREATS, HARASSMENT",S,11
2012-01,ROBBERY,F,11
2011-01,FAILURE TO REGISTER (SEX OFFENDER),U,2
2012-05,TRESPASS,U,29
2013-08,ANIMAL COMPLAINTS,S,12
2013-12,ACCIDENT INVESTIGATION,S,3
2013-10,HAZARDS,W,27
2011-03,PROWLER,S,1
2013-07,MISCELLANEOUS MISDEMEANORS,B,2
2013-04,LIQUOR VIOLATIONS,F,14
2013-04,AUTO THEFTS,R,23
2011-03,TRESPASS,O,14
2013-09,"NUISANCE, MISCHIEF",N,30
2011-10,OTHER PROPERTY,C,30
2012-08,FRAUD CALLS,Q,7
2013-11,FRAUD CALLS,N,21
2012-04,BIKE,C,3
2013-01,NARCOTICS COMPLAINTS,C,5
2011-02,LEWD CONDUCT,G,1
2012-03,NARCOTICS COMPLAINTS,U,33
2013-08,NARCOTICS COMPLAINTS,K,96
2011-03,ACCIDENT INVESTIGATION,99,1
2013-10,DISTURBANCES,F,135
2013-07,AUTO THEFTS,B,44
2013-07,PERSON DOWN/INJURY,L,5
2011-08,LEWD CONDUCT,S,4
2012-04,LIQUOR VIOLATIONS,F,13
2012-09,LEWD CONDUCT,Q,6
2013-09,BIKE,E,5
2011-10,ROBBERY,L,10
2013-10,PROWLER,K,3
2013-03,HAZARDS,S,4
2013-11,ARREST,E,20
2013-11,MISCELLANEOUS MISDEMEANORS,C,1
2012-10,NARCOTICS COMPLAINTS,U,37
2011-04,PROWLER,M,3
2013-01,BURGLARY,U,56
2012-01,FALSE ALARMS,K,35
2012-03,BURGLARY,F,44
2011-02,AUTO THEFTS,S,24
2013-09,OTHER PROPERTY,J,36
2011-09,TRESPASS,O,38
2012-09,MISCELLANEOUS MISDEMEANORS,M,24
2012-11,BIKE,Q,1
2013-11,OTHER PROPERTY,K,68
2013-07,SUSPICIOUS CIRCUMSTANCES,U,239
2013-02,CAR PROWL,N,32
2011-04,MENTAL HEALTH,W,23
2012-05,"NUISANCE, MISCHIEF",D,127
2011-11,FALSE ALARMS,R,61
2011-02,NARCOTICS COMPLAINTS,W,10
2013-09,NARCOTICS COMPLAINTS,L,7
2011-11,PROPERTY DAMAGE,U,31
2011-09,BIKE,O,1
2012-02,"THREATS, HARASSMENT",S,14
2013-08,ACCIDENT INVESTIGATION,Q,96
2012-05,DRIVE BY (NO INJURY),S,10
2012-07,LIQUOR VIOLATIONS,L,14
2013-05,NARCOTICS COMPLAINTS,F,19
2012-08,SUSPICIOUS CIRCUMSTANCES,S,212
2011-11,"PERSONS - LOST, FOUND, MISSING",K,6
2011-06,HOMICIDE,W,2
2012-04,DISTURBANCES,O,106
2011-11,SHOPLIFTING,N,75
2011-01,MENTAL HEALTH,C,24
2011-02,TRESPASS,E,44
2011-03,HAZARDS,M,7
2011-03,PERSON DOWN/INJURY,G,6
2013-09,PROPERTY DAMAGE,C,16
2012-09,BIKE,C,11
2013-12,"THREATS, HARASSMENT",J,6
2011-10,OTHER PROPERTY,R,27
2013-05,ARREST,C,18
2011-07,"THREATS, HARASSMENT",U,9
2011-03,DRIVE BY (NO INJURY),99,1
2012-05,CAR PROWL,M,114
2011-05,SHOPLIFTING,L,23
2013-10,WEAPONS CALLS,D,3
2013-10,FRAUD CALLS,L,21
2012-10,ACCIDENT INVESTIGATION,U,129
2011-09,DISTURBANCES,D,203
2013-11,"NUISANCE, MISCHIEF",C,21
2011-10,"NUISANCE, MISCHIEF",Q,27
2013-06,DISTURBANCES,B,174
2013-12,ARREST,C,6
2013-05,MENTAL HEALTH,NULL,2
2012-05,PROPERTY DAMAGE,J,38
2012-02,ACCIDENT INVESTIGATION,R,67
2011-01,"PROPERTY - MISSING, FOUND",J,7
2013-09,OTHER PROPERTY,C,31
2013-03,PERSON DOWN/INJURY,G,8
2012-09,PROPERTY DAMAGE,E,28
2013-09,TRAFFIC RELATED CALLS,Q,242
2012-06,ASSAULTS,U,25
2011-01,PERSON DOWN/INJURY,K,17
2012-04,BIKE,B,1
2012-10,TRAFFIC RELATED CALLS,J,276
2013-10,LEWD CONDUCT,S,1
2013-05,NARCOTICS COMPLAINTS,B,9
2011-01,NARCOTICS COMPLAINTS,L,11
2011-05,ARREST,U,20
2011-09,AUTO THEFTS,O,26
2013-08,SHOPLIFTING,U,40
2012-07,LIQUOR VIOLATIONS,U,35
2011-01,PROPERTY DAMAGE,E,18
2011-04,LIQUOR VIOLATIONS,Q,54
2013-01,SUSPICIOUS CIRCUMSTANCES,K,209
2012-04,ASSAULTS,L,17
2011-03,CAR PROWL,R,27
2012-02,ACCIDENT INVESTIGATION,E,49
2013-07,ANIMAL COMPLAINTS,D,2
2013-04,"THREATS, HARASSMENT",W,7
2012-10,OTHER PROPERTY,N,57
2012-12,FALSE ALARMS,G,53
2011-05,MENTAL HEALTH,D,66
2012-01,ACCIDENT INVESTIGATION,L,62
2012-02,PROWLER,U,2
2013-06,OTHER PROPERTY,B,30
2012-08,PERSON DOWN/INJURY,B,8
2013-10,"PROPERTY - MISSING, FOUND",Q,12
2012-02,ARREST,G,15
2011-08,SUSPICIOUS CIRCUMSTANCES,D,278
2011-12,SUSPICIOUS CIRCUMSTANCES,M,188
2013-02,FRAUD CALLS,R,7
2011-10,NARCOTICS COMPLAINTS,Q,8
2013-02,FALSE ALARMS,NULL,1
2011-02,ARREST,J,20
2012-04,"PROPERTY - MISSING, FOUND",N,17
2011-02,FALSE ALARMS,D,25
2013-08,"NUISANCE, MISCHIEF",J,47
2011-04,OTHER PROPERTY,F,28
2013-11,ROBBERY,B,1
2011-08,ASSAULTS,W,24
2011-07,HOMICIDE,Q,1
2012-10,DISTURBANCES,B,136
2012-03,"NUISANCE, MISCHIEF",N,6
2013-08,SHOPLIFTING,J,7
2012-12,LIQUOR VIOLATIONS,R,6
2012-05,OTHER PROPERTY,E,40
2011-12,TRESPASS,C,29
2011-04,CAR PROWL,Q,30
2011-11,TRESPASS,F,2
2012-03,MISCELLANEOUS MISDEMEANORS,K,20
2011-03,"THREATS, HARASSMENT",J,22
2012-05,WEAPONS CALLS,S,2
2012-10,ASSAULTS,W,9
2012-10,HARBOR CALLS,W,1
2012-11,HAZARDS,Q,13
2011-09,FALSE ALARMS,N,32
2011-05,MENTAL HEALTH,U,30
2012-06,"PERSONS - LOST, FOUND, MISSING",C,5
2011-04,OTHER PROPERTY,U,26
2012-09,MENTAL HEALTH,O,17
2013-11,TRAFFIC RELATED CALLS,B,207
2012-11,ANIMAL COMPLAINTS,G,2
2011-10,WEAPONS CALLS,L,1
2013-04,SUSPICIOUS CIRCUMSTANCES,D,168
2013-10,"PROPERTY - MISSING, FOUND",F,17
2011-07,ACCIDENT INVESTIGATION,N,104
2013-03,"PERSONS - LOST, FOUND, MISSING",E,7
2013-11,TRAFFIC RELATED CALLS,Q,288
2011-05,TRAFFIC RELATED CALLS,R,186
2013-01,MENTAL HEALTH,B,30
2012-12,HAZARDS,N,9
2011-06,NARCOTICS COMPLAINTS,B,18
2013-06,NARCOTICS COMPLAINTS,L,7
2011-02,AUTO THEFTS,C,14
2013-12,ROBBERY,G,7
2013-12,SUSPICIOUS CIRCUMSTANCES,O,139
2011-10,FRAUD CALLS,W,16
2013-04,LIQUOR VIOLATIONS,D,127
2011-12,"THREATS, HARASSMENT",M,18
2011-03,FRAUD CALLS,J,24
2012-12,"PROPERTY - MISSING, FOUND",O,14
2012-07,LEWD CONDUCT,K,8
2013-06,DISTURBANCES,E,278
2013-03,HARBOR CALLS,M,1
2011-04,"PROPERTY - MISSING, FOUND",K,19
2013-07,MISCELLANEOUS MISDEMEANORS,W,67
2013-09,BIKE,R,1
2012-12,ACCIDENT INVESTIGATION,N,104
2011-02,MENTAL HEALTH,R,28
2012-11,LIQUOR VIOLATIONS,Q,34
2011-06,PERSON DOWN/INJURY,C,6
2012-12,ANIMAL COMPLAINTS,F,4
2011-08,LIQUOR VIOLATIONS,S,13
2012-11,"THREATS, HARASSMENT",B,16
2011-02,PROSTITUTION,O,5
2012-06,BIKE,U,3
2012-03,BURGLARY,K,18
2012-03,NARCOTICS COMPLAINTS,B,9
2011-12,PROWLER,J,2
2011-10,PERSON DOWN/INJURY,C,11
2011-02,ASSAULTS,B,11
2012-01,TRAFFIC RELATED CALLS,C,227
2012-03,HOMICIDE,K,1
2013-07,MENTAL HEALTH,G,18
2013-08,SHOPLIFTING,C,12
2012-05,ACCIDENT INVESTIGATION,M,92
2011-04,"PROPERTY - MISSING, FOUND",W,10
2011-10,HAZARDS,F,13
2013-09,TRAFFIC RELATED CALLS,U,233
2012-10,DISTURBANCES,G,134
2012-08,"PERSONS - LOST, FOUND, MISSING",D,3
2013-04,DRIVE BY (NO INJURY),Q,1
2013-10,CAR PROWL,Q,50
2011-10,ANIMAL COMPLAINTS,R,3
2013-01,MENTAL HEALTH,K,85
2011-11,"PERSONS - LOST, FOUND, MISSING",E,2
2011-06,CAR PROWL,F,22
2011-06,SHOPLIFTING,E,24
2012-04,SUSPICIOUS CIRCUMSTANCES,NULL,4
2013-06,OTHER PROPERTY,E,33
2012-01,OTHER PROPERTY,J,16
2011-04,LIQUOR VIOLATIONS,M,206
2011-09,SUSPICIOUS CIRCUMSTANCES,N,246
2011-08,ACCIDENT INVESTIGATION,R,101
2012-11,CAR PROWL,F,30
2013-02,PROWLER,U,4
2011-10,ANIMAL COMPLAINTS,C,1
2013-11,PROPERTY DAMAGE,C,24
2011-11,TRESPASS,R,11
2012-04,"THREATS, HARASSMENT",M,16
2011-06,NARCOTICS COMPLAINTS,G,42
2012-08,BURGLARY,E,26
2011-05,ARREST,C,9
2012-02,LEWD CONDUCT,F,4
2013-03,NARCOTICS COMPLAINTS,U,15
2013-02,FRAUD CALLS,Q,14
2011-09,CAR PROWL,R,38
2012-11,HARBOR CALLS,Q,1
2012-02,"THREATS, HARASSMENT",W,24
2013-01,TRAFFIC RELATED CALLS,D,175
2013-09,ACCIDENT INVESTIGATION,W,2
2012-02,"THREATS, HARASSMENT",M,19
2013-06,"PERSONS - LOST, FOUND, MISSING",L,1
2011-12,WEAPONS CALLS,L,3
2013-10,TRESPASS,W,17
2012-05,ANIMAL COMPLAINTS,B,3
2012-12,ACCIDENT INVESTIGATION,K,104
2011-09,HAZARDS,U,16
2013-10,PROWLER,W,6
2011-02,"NUISANCE, MISCHIEF",J,19
2013-05,TRESPASS,U,36
2011-04,HARBOR CALLS,S,1
2012-12,LEWD CONDUCT,J,8
2013-07,TRAFFIC RELATED CALLS,Q,270
2013-10,"PROPERTY - MISSING, FOUND",G,10
2013-03,MENTAL HEALTH,Q,31
2013-05,SUSPICIOUS CIRCUMSTANCES,NULL,18
2011-05,RECKLESS BURNING,C,1
2013-05,BURGLARY,E,31
2011-03,BURGLARY,K,13
2013-07,ACCIDENT INVESTIGATION,M,102
2013-10,WEAPONS CALLS,J,2
2012-04,BURGLARY,R,29
2011-04,OTHER VICE,N,1
2013-05,BIKE,J,9
2011-09,"THREATS, HARASSMENT",G,10
2011-07,PERSON DOWN/INJURY,W,10
2013-06,OTHER PROPERTY,L,23
2011-05,OTHER PROPERTY,G,27
2011-03,BURGLARY,J,53
2012-06,FALSE ALARMS,L,64
2011-01,TRAFFIC RELATED CALLS,J,543
2012-08,DISTURBANCES,B,230
2012-02,HAZARDS,B,5
2012-09,"THREATS, HARASSMENT",E,8
2011-06,TRESPASS,B,10
2011-03,DISTURBANCES,U,139
2012-03,BIKE,M,1
2012-03,NARCOTICS COMPLAINTS,C,12
2013-11,WEAPONS CALLS,B,1
2012-11,RECKLESS BURNING,D,1
2013-04,PROPERTY DAMAGE,O,21
2011-10,ACCIDENT INVESTIGATION,N,107
2013-04,PROPERTY DAMAGE,N,15
2011-09,DISTURBANCES,B,183
2012-09,FALSE ALARMS,J,50
2013-04,HAZARDS,N,19
2012-10,ARREST,E,39
2012-07,DRIVE BY (NO INJURY),O,2
2013-09,"THREATS, HARASSMENT",G,10
2011-09,ARREST,99,6
2012-05,LIQUOR VIOLATIONS,B,24
2013-11,PERSON DOWN/INJURY,M,11
2013-04,OTHER VICE,D,1
2011-02,"NUISANCE, MISCHIEF",M,99
2012-06,BURGLARY,J,51
2011-07,"THREATS, HARASSMENT",K,20
2013-06,"PROPERTY - MISSING, FOUND",R,8
2013-07,TRESPASS,O,19
2011-02,ASSAULTS,E,34
2013-07,ANIMAL COMPLAINTS,F,11
2013-08,ROBBERY,S,16
2012-10,BURGLARY,L,63
2012-08,HAZARDS,E,4
2013-03,"NUISANCE, MISCHIEF",W,27
2011-06,LIQUOR VIOLATIONS,L,26
2013-02,BIKE,S,1
2011-06,SHOPLIFTING,Q,11
2011-02,NARCOTICS COMPLAINTS,99,1
2013-09,TRESPASS,Q,22
2012-09,"PERSONS - LOST, FOUND, MISSING",R,10
2011-06,NARCOTICS COMPLAINTS,D,25
2011-09,CAR PROWL,D,64
2012-01,"NUISANCE, MISCHIEF",R,9
2012-06,NARCOTICS COMPLAINTS,N,18
2012-11,CAR PROWL,E,61
2013-09,PROPERTY DAMAGE,W,17
2013-03,"PERSONS - LOST, FOUND, MISSING",G,8
2012-12,"NUISANCE, MISCHIEF",G,6
2012-08,HAZARDS,R,13
2011-09,RECKLESS BURNING,F,1
2011-03,MISCELLANEOUS MISDEMEANORS,U,13
2012-12,TRESPASS,L,12
2013-10,FALSE ALARMS,C,73
2012-04,ASSAULTS,Q,13
2011-03,SUSPICIOUS CIRCUMSTANCES,99,10
2013-07,ACCIDENT INVESTIGATION,R,89
2012-12,FRAUD CALLS,W,22
2011-12,ANIMAL COMPLAINTS,G,3
2013-04,"PROPERTY - MISSING, FOUND",U,32
2012-04,OTHER PROPERTY,W,26
2012-10,ANIMAL COMPLAINTS,U,4
2013-10,"PERSONS - LOST, FOUND, MISSING",K,7
2012-10,ACCIDENT INVESTIGATION,C,106
2011-12,WEAPONS CALLS,O,3
2012-02,PROSTITUTION,M,3
2011-09,BIKE,D,12
2011-12,SHOPLIFTING,D,15
2012-11,BURGLARY,E,35
2013-03,HAZARDS,L,19
2011-07,TRESPASS,S,3
2012-05,WEAPONS CALLS,U,6
2012-08,BURGLARY,K,8
2011-02,"THREATS, HARASSMENT",N,16
2013-01,BIKE,M,3
2013-03,FALSE ALARMS,O,46
2013-08,DISTURBANCES,B,197
2012-04,ANIMAL COMPLAINTS,W,8
2013-06,OTHER PROPERTY,O,37
2012-09,FALSE ALARMS,G,36
2011-07,RECKLESS BURNING,B,1
2012-03,PERSON DOWN/INJURY,N,15
2013-12,PROPERTY DAMAGE,E,32
2013-04,DISTURBANCES,W,126
2012-08,"PERSONS - LOST, FOUND, MISSING",F,9
2011-05,DISTURBANCES,C,136
2012-10,PERSON DOWN/INJURY,K,26
2011-06,TRESPASS,R,40
2012-12,"NUISANCE, MISCHIEF",F,21
2012-06,TRAFFIC RELATED CALLS,B,203
2013-01,DISTURBANCES,B,128
2013-08,ANIMAL COMPLAINTS,L,7
2011-12,"THREATS, HARASSMENT",K,21
2013-08,PROWLER,W,4
2013-09,"THREATS, HARASSMENT",F,22
2012-01,MISCELLANEOUS MISDEMEANORS,W,22
2013-10,TRESPASS,M,92
2012-01,TRESPASS,J,27
2012-05,LEWD CONDUCT,N,3
2013-02,"THREATS, HARASSMENT",R,15
2011-01,ASSAULTS,C,12
2012-11,"THREATS, HARASSMENT",D,20
2011-05,"NUISANCE, MISCHIEF",O,20
2013-06,"PROPERTY - MISSING, FOUND",U,19
2013-07,TRESPASS,L,27
2012-01,PROPERTY DAMAGE,F,22
2012-07,"PROPERTY - MISSING, FOUND",L,12
2013-12,LIQUOR VIOLATIONS,N,7
2013-01,ARREST,99,12
2013-03,"NUISANCE, MISCHIEF",E,20
2013-09,LIQUOR VIOLATIONS,K,398
2012-02,"THREATS, HARASSMENT",Q,6
2013-11,MISCELLANEOUS MISDEMEANORS,R,1
2013-05,FALSE ALARMS,O,62
2013-11,TRESPASS,M,79
2011-01,ASSAULTS,D,34
2013-04,MISCELLANEOUS MISDEMEANORS,C,3
2013-12,"THREATS, HARASSMENT",N,14
2011-04,LIQUOR VIOLATIONS,D,204
2012-10,BURGLARY,K,14
2013-06,AUTO THEFTS,J,64
2013-03,MISCELLANEOUS MISDEMEANORS,C,3
2011-12,MISCELLANEOUS MISDEMEANORS,M,8
2013-10,"THREATS, HARASSMENT",K,21
2013-02,MISCELLANEOUS MISDEMEANORS,N,2
2013-02,PROWLER,B,1
2012-06,SHOPLIFTING,J,11
2012-09,DISTURBANCES,C,218
2012-04,ARREST,S,17
2013-10,"PROPERTY - MISSING, FOUND",E,9
